id,CUADERNO,FAMILIA,SUBFAMILIA,G?NERO Y AUTOR,G?NERO,SUBG?NERO,ESPECIE,AUTOR,ESPECIE_ACEPTADA,SIN?NIMO,GRUPO,SUBESPECIE,AUTOR_SUBESPECIE,NUM_EJEMPLARES,SEXO,OBRERA,T?GULA_MM,D?A,MES,A?O,LOCALIDAD,PROVINCIA,COLECTOR,DETERMINADOR,comentarios_adicionales,en_qu?_planta,dudas,respuestas,nidos,localidades?,COLECCI?N_DEP?SITO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,D,ANDRENIDAE,MELITTURGINAE,MELITTURGA Latreille 1809,MELITTURGA,NA,CAUDATA,P?rez,NA,NA,NA,NA,NA,2,h,NA,NA,16,4,1987,Valdestillas,Valladolid,E. Asensio,Warncke,Retuvo 1 m?s,NA,NA,NA,NA,NA,WARNCKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,D,ANDRENIDAE,MELITTURGINAE,MELITTURGA Latreille 1809,MELITTURGA,NA,CLAVICORNIS,Latreille,NA,NA,NA,NA,NA,1,m,NA,4.8,14,6,1970,Alcarazen ,Valladolid,L. Moreda,Warncke,conf. Warncke,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,D,ANDRENIDAE,MELITTURGINAE,MELITTURGA Latreille 1809,MELITTURGA,NA,CLAVICORNIS,Latreille,NA,NA,NA,NA,NA,1,m,NA,4.8,5,7,1971,Parc. 16 Granja Escuela Jose Antonio,Valladolid,E. Asensio,Warncke,conf. Warncke,Alfalfa,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,D,ANDRENIDAE,MELITTURGINAE,MELITTURGA Latreille 1809,MELITTURGA,NA,CLAVICORNIS,Latreille,NA,NA,NA,NA,NA,1,h,NA,4.7,5,7,1971,Parc. 16 Granja Escuela Jose Antonio,Valladolid,E. Asensio,Warncke,conf. Warncke,Alfalfa,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,D,ANDRENIDAE,MELITTURGINAE,MELITTURGA Latreille 1809,MELITTURGA,NA,CLAVICORNIS,Latreille,NA,NA,NA,NA,NA,1,m,NA,4.8,17,6,1972,Parc. 16 Granja Escuela Jose Antonio,Valladolid,E. Asensio,Warncke,conf. Warncke,Alfalfa,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,D,ANDRENIDAE,MELITTURGINAE,MELITTURGA Latreille 1809,MELITTURGA,NA,CLAVICORNIS,Latreille,NA,NA,NA,NA,NA,1,h,NA,4.7,5,7,1972,Parc. 16 Granja Escuela Jose Antonio,Valladolid,E. Asensio,Warncke,conf. Warncke,Alfalfa,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,D,ANDRENIDAE,MELITTURGINAE,MELITTURGA Latreille 1809,MELITTURGA,NA,CLAVICORNIS,Latreille,NA,NA,NA,NA,NA,1,m,NA,4.8,6,7,1972,Parc. 16 Granja Escuela Jose Antonio,Valladolid,E. Asensio,Warncke,conf. Warncke,Alfalfa,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,D,ANDRENIDAE,MELITTURGINAE,MELITTURGA Latreille 1809,MELITTURGA,NA,CLAVICORNIS,Latreille,NA,NA,NA,NA,NA,1,h,NA,4.7,8,6,1973,Parc. 16 Granja Escuela Jose Antonio,Valladolid,E. Asensio,Asensio,NA,Alfalfa,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,D,ANDRENIDAE,MELITTURGINAE,MELITTURGA Latreille 1809,MELITTURGA,NA,CLAVICORNIS,Latreille,NA,NA,NA,NA,NA,1,m,NA,NA,8,6,1973,Parc. 16 Granja Escuela Jose Antonio,Valladolid,E. Asensio,Asensio,devolv? a Univ. Salamanca,Alfalfa,NA,NA,NA,NA, UNIVERSIDAD SALAMANCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,D,ANDRENIDAE,MELITTURGINAE,MELITTURGA Latreille 1809,MELITTURGA,NA,CLAVICORNIS,Latreille,NA,NA,NA,NA,NA,1,h,NA,4.7,9,6,1973,Parc. 16 Granja Escuela Jose Antonio,Valladolid,E. Asensio,Asensio,NA,Alfalfa,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,D,ANDRENIDAE,MELITTURGINAE,MELITTURGA Latreille 1809,MELITTURGA,NA,CLAVICORNIS,Latreille,NA,NA,NA,NA,NA,1,m,NA,4.7,9,6,1973,Parc. 16 Granja Escuela Jose Antonio,Valladolid,E. Asensio,Asensio,NA,Alfalfa,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,D,ANDRENIDAE,MELITTURGINAE,MELITTURGA Latreille 1809,MELITTURGA,NA,CLAVICORNIS,Latreille,NA,NA,NA,NA,NA,1,h,NA,NA,30,7,1966,Kermanshahan,Iran,Torchio,NA,"48 K.N. Hamadan, Iranian Survey, U.S. Dept Agr., U. Cal., Karadj College",Medicago sativa,NA,NA,NA,NA,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,D,ANDRENIDAE,MELITTURGINAE,MELITTURGA Latreille 1809,MELITTURGA,NA,CLAVICORNIS,Latreille,NA,NA,NA,NA,NA,1,h,NA,NA,NA,NA,1986,Buda,Friese??,Torchio,NA,NA,NA,NA,NA,NA,NA,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,D,ANDRENIDAE,MELITTURGINAE,MELITTURGA Latreille 1809,MELITTURGA,NA,CLAVICORNIS,Latreille,NA,NA,NA,NA,NA,2,m,NA,4,24 y 26,6,1975,Torozos,Valladolid,E. Asensio,Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,D,ANDRENIDAE,MELITTURGINAE,MELITTURGA Latreille 1809,MELITTURGA,NA,CLAVICORNIS,Latreille,NA,NA,NA,NA,NA,1,m,NA,4.8,30,6,1982,Cigales,Valladolid,E. Asensio,Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,D,ANDRENIDAE,MELITTURGINAE,MELITTURGA Latreille 1809,MELITTURGA,NA,CLAVICORNIS,Latreille,NA,NA,NA,NA,NA,1,h,NA,NA,7,7,1984,San Miguel de Arroyo,Valladolid,E. Asensio,Asensio,devolv? a Univ. Salamanca,NA,NA,NA,NA,NA, UNIVERSIDAD SALAMANCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,D,ANDRENIDAE,MELITTURGINAE,MELITTURGA Latreille 1809,MELITTURGA,NA,CLAVICORNIS,Latreille,NA,NA,NA,NA,NA,1,m,NA,4.8,17,4,1985,Librilla,Murcia,E. Asensio,Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,ABRUPTA,NA,NA,NA,NA,ssp. ELATA Warncke,NA,1,m,NA,2,27,4,1975,Traspinedo,Valladolid,E. Asensio,Warncke,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,ABRUPTA,NA,NA,NA,NA,ssp. ELATA Warncke,NA,2,m,NA,2,1,5,1975,Traspinedo,Valladolid,E. Asensio,Warncke,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,ABRUPTA,NA,NA,NA,NA,ssp. ELATA Warncke,NA,1,h,NA,2,13,5,1975,Traspinedo,Valladolid,E. Asensio,Warncke,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,ABRUPTA,NA,NA,NA,NA,ssp. ELATA Warncke,NA,1,h,NA,2,1 y 2,5,1976,El Pinar,Valladolid,E. Asensio,Warncke,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,ABRUPTA,NA,NA,NA,NA,ssp. ELATA Warncke,NA,4,m,NA,NA,1 y 2,5,1976,El Pinar,Valladolid,E. Asensio,Warncke,1 a Michener. 1 Devolv? a Universidad Salamanca,NA,NA,NA,NA,NA,"MICHENER,  UNIVERSIDAD SALAMANCA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,ABRUPTA,NA,NA,NA,NA,ssp. ELATA Warncke,NA,1,h,NA,NA,30,5,1976,Traspinedo,Valladolid,E. Asensio,Warncke,Devolv? a Universidad Salamanca,NA,NA,NA,NA,NA, UNIVERSIDAD SALAMANCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,ABRUPTA,NA,NA,NA,NA,ssp. ELATA Warncke,NA,1,h,NA,NA,NA,NA,1977,na,na,na,na,Retuvo Warncke,NA,NA,NA,NA,NA,WARNCKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,ABRUPTA,NA,NA,NA,NA,ssp. ELATA Warncke,NA,1,m,NA,NA,NA,NA,1977,na,na,na,na,Retuvo Warncke,NA,NA,NA,NA,NA,WARNCKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,ABRUPTA,NA,NA,NA,NA,ssp. ELATA Warncke,NA,1,h,NA,1.9,16,5,1986,Fuentidue?a,Segovia,E. Asensio,Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AENEIVENTRIS,Morawitz,NA,NA,NA,NA,NA,1,h,NA,1.4,17,7,1966,Pesqueruela,Valladolid,L. Moreda,Warncke,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AENEIVENTRIS,Morawitz,NA,NA,NA,NA,NA,1,h,NA,1.4,8,6,1975,Traspinedo,Valladolid,E. Asensio,Warncke,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AENEIVENTRIS,Morawitz,NA,NA,NA,NA,NA,1,h,NA,1.1,23,5,1982,"""Finca Zamadue?as""",Valladolid,E. Asensio,Warncke,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AENEIVENTRIS,Morawitz,NA,NA,NA,NA,NA,1,m,NA,1,3,7,1982,Hornillos,Valladolid,E. Asensio,Warncke,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AENEIVENTRIS,Morawitz,NA,NA,NA,NA,NA,4,h,NA,NA,12 y 13,7,1983,"""Finca Zamadue?as""",Valladolid,E. Asensio,Warncke,devolv? a Univ. Salamanca,NA,NA,NA,NA,NA, UNIVERSIDAD SALAMANCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AENEIVENTRIS,Morawitz,NA,NA,NA,NA,NA,5,m,NA,NA,12 y 13,7,1983,"""Finca Zamadue?as""",Valladolid,E. Asensio,Warncke,Retuvo 1 m?s. 1 a Michener. 1 Devolv? a Universidad Salamanca.,NA,NA,NA,NA,NA,"WARNCKE, MICHENER, UNIVERSIDAD SALAMANCA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AENEIVENTRIS,Morawitz,NA,NA,NA,NA,NA,1,m,NA,1,3,8,1980,Valverd?n,Salamanca,S. Fdez. Gayubo  (Univ. Salamanca),Warncke,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AERINIFRONS,Dours,NA,NA,NA,NA,NA,1,m,NA,1.2,3,3,1987,Gabia Grande,Granada,J. Ortiz,Warncke,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AFRENSIS,Warncke,NA,NA,NA,NA,NA,1,h,NA,NA,15-16,7,1978,Guisando,?vila,E. Asensio,Warncke,Retuvo 1 m?s,NA,NA,NA,NA,NA,WARNCKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AFRENSIS,Warncke,NA,NA,NA,NA,NA,1,h,NA,3,26,7,1972,Tapia Casariego,Asturias,E. Asensio,Asensio,Correg? carbonaria de Warncke,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AFRENSIS,Warncke,NA,NA,NA,NA,NA,1,h,NA,NA,5,7,1978,B?jar,Salamanca,Carmen Calvo (Univ. Salam.),Asensio,devolv? a Univ. Salamanca,NA,NA,NA,NA,NA, UNIVERSIDAD SALAMANCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AFRENSIS,Warncke,NA,NA,NA,NA,NA,1,m,NA,NA,25,7,1981,Dehesa de Candelario,Salamanca,L. Gallardo (Univ. Salamanca),Warncke,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AFRENSIS,Warncke,NA,NA,NA,NA,NA,1,h,NA,3,25,7,1981,Dehesa de Candelario,Salamanca,L. Gallardo (Univ. Salamanca),Warncke,NA,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AFRENSIS,Warncke,NA,NA,NA,NA,NA,1,h,NA,NA,NA,7,1989,Sierra Nevada,Granada,Jose M? G?mez (Univ. Granada),Asensio,Univ. Granada,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AFRENSIS,Warncke,NA,NA,NA,NA,NA,1,m,NA,2.5,NA,7,1989,Sierra Nevada,Granada,Jose M? G?mez (Univ. Granada),Asensio,Univ. Granada,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AGILISSIMA,Scopoli,NA,NA,NA,NA,NA,1,h,NA,2.9,1,6,1971,"""Camino Hondo"",  Granja Escuela Jose Antonio",Valladolid,E. Asensio,Warncke,En c?pula,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AGILISSIMA,Scopoli,NA,NA,NA,NA,NA,1,m,NA,2.7,1,6,1971,"""Camino Hondo"",  Granja Escuela Jose Antonio",Valladolid,E. Asensio,Warncke,En c?pula,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AGILISSIMA,Scopoli,NA,NA,NA,NA,NA,1,h,NA,3,3,6,1972,"""Camino Hondo"",  Granja Escuela Jose Antonio",Valladolid,E. Asensio,Warncke,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AGILISSIMA,Scopoli,NA,NA,NA,NA,NA,3,h,NA,NA,6,3,1973,"""Camino Hondo"",  Granja Escuela Jose Antonio",Valladolid,E. Asensio,Warncke,Nido pared,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AGILISSIMA,Scopoli,NA,NA,NA,NA,NA,2,m,NA,2.2,6,3,1973,"""Camino Hondo"",  Granja Escuela Jose Antonio",Valladolid,E. Asensio,Warncke,Nido pared,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AGILISSIMA,Scopoli,NA,NA,NA,NA,NA,1,m,NA,2.2,6,3,1973,"""Camino Hondo"",  Granja Escuela Jose Antonio",Valladolid,E. Asensio,Warncke,Nido pared,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AGILISSIMA,Scopoli,NA,NA,NA,NA,NA,1,m,NA,NA,24,5,1973,"""Camino Hondo"" Granja Escuela Jose Antonio",Valladolid,E. Asensio,Asensio,Falta,NA,NA,NA,NA,NA,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AGILISSIMA,Scopoli,NA,NA,NA,NA,NA,1,m,NA,2.6,NA,5 o 6,1971,"""Camino Hondo"",  Granja Escuela Jose Antonio",Valladolid,E. Asensio,Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AGILISSIMA,Scopoli,NA,NA,NA,NA,NA,1,m,NA,2.7,26,6,1975,"""Montes Torozos"", Villanubla",Valladolid,E. Asensio,Warncke,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AGILISSIMA,Scopoli,NA,NA,NA,NA,NA,1,m,NA,2.8,13-15,5,1976,Batuecas,Salamanca,E. Asensio,Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,E,ANDRENIDAE,ANDRENINAE,ANDRENA Fabricius 1775,ANDRENA,NA,AGILISSIMA,Scopoli,NA,NA,NA,NA,NA,1,h,NA,2.5,16,5,1976,San Miguel de Valero,Salamanca,E. Asensio,Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
