id,CUADERNO,FAMILIA,SUBFAMILIA,G?NERO Y AUTOR,G?NERO,SUBG?NERO,ESPECIE,AUTOR,ESPECIE_ACEPTADA,SIN?NIMO,GRUPO,SUBESPECIE,AUTOR_SUBESPECIE,NUM_EJEMPLARES,SEXO,OBRERA,T?GULA_MM,D?A,MES,A?O,LOCALIDAD,PROVINCIA,COLECTOR,DETERMINADOR,comentarios_adicionales,en_qu?_planta,dudas,respuestas,nidos,localidades?,COLECCI?N_DEP?SITO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4308,C,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,LIGATUS,NA,NA,"COLLETES HYLAEIFORMIS, Eversman, 1852",NA,NA,NA,1,m,NA,1.6,12,8,86,Abades,Segovia,A. Espeso (Univ. Salamanca),Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4309,C,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,LIGATUS,NA,NA,"COLLETES HYLAEIFORMIS, Eversman, 1852",NA,NA,NA,1,m,NA,1.6,8,8,86,La Ventosilla,Segovia,C. Heras (Univ. Salamanca),Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4310,C,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,LIGATUS,NA,NA,"COLLETES HYLAEIFORMIS, Eversman, 1852",NA,NA,NA,1,h,NA,NA,7,8,85,Carbonero el Mayor,Segovia,A. Espeso (Univ. Salamanca),Schwarz,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4311,C,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,LIGATUS,NA,NA,"COLLETES HYLAEIFORMIS, Eversman, 1852",NA,NA,NA,1,h,NA,2,12,8,86,Riofr?o,Segovia,A. Espeso (Univ. Salamanca),Schwarz,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4312,C,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,LIGATUS,NA,NA,"COLLETES HYLAEIFORMIS, Eversman, 1852",NA,NA,NA,1,m,NA,NA,14,8,86,Juarros de Voltoya,Segovia,A. Espeso (Univ. Salamanca),Schwarz,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4313,C,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,MARGINATUS,NA,NA,NA,NA,PULCHELLUS,Perez,1,m,NA,2,6,6,82,?scar,Valladolid,E. Asensio,Warncke,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4314,C,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,MARGINATUS,NA,NA,NA,NA,PULCHELLUS,Perez,9,h,NA,NA,3,7,82,Hornillos,Valladolid,E. Asensio,J.Ortiz,una Devolv? a Universidad Salamanca,NA,NA,NA,NA,NA,"UNIVERSIDAD SALAMANCA, I.T.A.C. y L.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4314,C,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,MARGINATUS,NA,NA,NA,NA,PULCHELLUS,Perez,1,h,NA,3,3,7,82,Hornillos,Valladolid,E. Asensio,J.Ortiz,NA,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4315,C,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,MARGINATUS,NA,NA,NA,NA,PULCHELLUS,Perez,3,m,NA,NA,3,7,82,Hornillos,Valladolid,E. Asensio,Warncke,y retuvo dos machos,NA,NA,NA,NA,NA,WARNCKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4316,C,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,MARGINATUS,NA,NA,NA,NA,PULCHELLUS,Perez,1,m,NA,NA,18,8,85,Megeces,Valladolid,C. Heras (Univ. Salamanca),Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4317,C,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,MARGINATUS,NA,NA,NA,NA,PULCHELLUS,Perez,1,h,NA,2.2,23,8,86,Sep?lveda,Segovia,A. Espeso (Univ. Salamanca),Warncke,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4318,C,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,MLOKOSSEWICZI,Radoszkowski,NA,NA,NA,NA,NA,1,h,NA,NA,16,6,63,Puente Herrera,Valladolid,L. Moreda,Warncke,sin cabeza,NA,NA,NA,NA,NA,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,"NIGRICANS Gistel,1857",NA,NA,NA,NA,NA,NA,1,m,NA,2.2,7,8,85,Carbonero,Segovia,E. Asensio,L. O. Aguado,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,"NIGRICANS Gistel,1857",NA,NA,NA,NA,NA,NA,1,h,NA,3,29,6,66,Villanueva,Valladolid,L. Moreda,Warncke,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4319,C,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,SIMILIS,Schenck,NA,NA,NA,NA,NA,1,m,NA,2.5,21,6,70,Alcazar?n,Valladolid,L. Moreda,Warncke,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4320,C,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,SIMILIS,Schenck,NA,NA,NA,NA,NA,1,m,NA,NA,10,7,82,Canduela,Palencia,E. Asensio,Warncke,Devolv? a Universidad Salamanca,NA,NA,NA,NA,NA,UNIVERSIDAD SALAMANCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4321,C,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,SIMILIS,Schenck,NA,NA,NA,NA,NA,1,h,NA,2.7,12,10,83,Cerdanyola del Vall?s,Barcelona,J. Bosch Esteva (Univ. Salamanca),Warncke,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4322,C,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,SIMILIS,Schenck,NA,NA,NA,NA,NA,1,m,NA,NA,27,5,86,Osera,Zaragoza,E. Asensio,Warncke,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4323,C,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,SIMILIS,Schenck,NA,NA,NA,NA,NA,1,h,NA,2.8,11,10,85,Papiol,Barcelona,J. Bosch Esteva (Univ. Salamanca),Warncke,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4324,C,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,SIMILIS,Schenck,NA,NA,NA,NA,NA,1,m,NA,2.4,29,8,82,NA,Palencia,F. Torres (Univ.Salamanca),Warncke,NA,NA,Villar_de H.??,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4325,C,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,SIMILIS,Schenck,NA,NA,NA,NA,NA,1,m,NA,2.5,3,9,86,NA,Salamanca,F. Torres (Univ.Salamanca),Schwarz,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4326,C,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,SPECTABILIS,Morawitz ,"ALBOMACULATUS Lucas, 1849",NA,NA,NA,NA,1,m,NA,3,9,6,68,Alcazar?n,Valladolid,L. Moreda,Warncke,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4327,C,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,SPECTABILIS,Morawitz ,"ALBOMACULATUS Lucas, 1849",NA,NA,NA,NA,1,m,NA,NA,9,7,82,Melgar,Burgos,F. del Olmo (Univ. Salamanca),Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4328,C,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,SUCCINCTUS,Linneo,NA,NA,NA,NA,NA,3,h,NA,3,7,11,83,Do?ana,Huelva,J. Herrera,Warncke,NA,NA,7 a 29 fecha,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4329,C,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,SUCCINCTUS,Linneo,NA,NA,NA,NA,NA,5,m,NA,NA,17,10,83,Do?ana,Huelva,J. Herrera,Warncke,NA,NA,17 a 25 fecha,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4329,C,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,SUCCINCTUS,Linneo,NA,NA,NA,NA,NA,1,m,NA,2.2,17,10,83,Do?ana,Huelva,J. Herrera,Warncke,NA,NA,17 a 25 fecha,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,COLLETIDAE,COLLETINAE,COLLETES Latreille 1805,COLLETES,NA,SUCCINCTUS,Linneo,NA,NA,NA,NA,NA,1,h,NA,3,25,10,83,Do?ana,Huelva,J. Herrera,L. O. Aguado,NA,NA,17 a 25 fecha,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330,C,COLLETIDAE,PROSOPINAE,"HYLAEUS Fabricius, 1793",HYLAEUS,PROSOPIS,ABSOLUTUS,"Gribodo, 1894",NA,NA,NA,NA,NA,1,m,NA,0.6,7,8,86,NA,Salamanca,F. Torres (Univ. Salamanca),Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4331,C,COLLETIDAE,PROSOPINAE,"PROSOPIS Jurine,1807",PROSOPIS,NA,ANGUSTATUS,"Schenck, 1861",NA,NA,NA,NA,NA,1,h,NA,NA,6,6,76,Sierra de la Culebra,Zamora,E. Asensio,Warncke,retuvo 1,NA,NA,NA,NA,NA,WARNCKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4331,C,COLLETIDAE,PROSOPINAE,"PROSOPIS Jurine,1807",PROSOPIS,NA,ANGUSTATUS,"Schenck, 1861",NA,NA,NA,NA,NA,1,h,NA,0.6,6,6,76,Sierra de la Culebra,Zamora,E. Asensio,Warncke,NA,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4332,C,COLLETIDAE,PROSOPINAE,"PROSOPIS Jurine,1807",PROSOPIS,NA,ANGUSTATUS,"Schenck, 1862",NA,NA,NA,NA,NA,1,h,NA,NA,3,7,84,Alba de los Carda?os,Palencia,E. Asensio,Asensio,Devolv? a Universidad Salamanca,NA,NA,NA,NA,NA,UNIVERSIDAD SALAMANCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4333,C,COLLETIDAE,PROSOPINAE,"PROSOPIS Jurine,1807",PROSOPIS,NA,ANGUSTATUS,"Schenck, 1863",NA,NA,NA,NA,NA,1,h,NA,0.6,26,6,85,Fuentelc?sped?,Burgos,F. Sanza (Univ. Salamanca),Schwarz,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4334,C,COLLETIDAE,PROSOPINAE,"PROSOPIS Jurine,1807",PROSOPIS,NA,ANGUSTATUS,"Schenck, 1864",NA,NA,NA,NA,NA,1,m,NA,0.5,26,6,85,Fuentelc?sped?,Burgos,F. Sanza (Univ. Salamanca),Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4335,C,COLLETIDAE,PROSOPINAE,"PROSOPIS Jurine,1807",PROSOPIS,NA,ANGUSTATUS,"Schenck, 1865",NA,NA,NA,NA,NA,3,h,NA,NA,NA,NA,84,Quintanilla de Abajo,Valladolid,E. Asensio,Asensio,"Warncke pone COMMUNIS,hembra Devolv? a Universidad Salamanca",NA,"ssp.PUNCTIFRONS, Perez 1903",NA,estaquillas,NA,UNIVERSIDAD SALAMANCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336,C,COLLETIDAE,PROSOPINAE,"PROSOPIS Jurine,1807",PROSOPIS,NA,ANGUSTATUS,"Schenck, 1866",NA,NA,NA,NA,NA,3,m,NA,NA,NA,NA,84,Quintanilla de Abajo,Valladolid,E. Asensio,Asensio,macho Devolv? a Universidad Salamanca,NA,NA,NA,estaquillas,NA,UNIVERSIDAD SALAMANCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336,C,COLLETIDAE,PROSOPINAE,"PROSOPIS Jurine,1807",PROSOPIS,NA,ANGUSTATUS,"Schenck, 1866",NA,NA,NA,NA,NA,1,m,NA,0.8,NA,NA,84,Quintanilla de Abajo,Valladolid,E. Asensio,Asensio,NA,NA,NA,NA,estaquillas,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4337,C,COLLETIDAE,PROSOPINAE,"PROSOPIS Jurine,1807",PROSOPIS,NA,ANNULARIS,Kirby,NA,NA,NA,NA,NA,1,m,NA,1.1,17,7,74,Piedrafita del Cebrero,Lugo,E. Asensio,Warncke,NA,NA,fecha 17-18,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4338,C,COLLETIDAE,PROSOPINAE,"PROSOPIS Jurine,1807",PROSOPIS,NA,ANNULARIS,Kirby,NA,NA,NA,NA,NA,2,h,NA,1.2,2,9,86,NA,Salamanca,F. Torres (Univ. Salamanca),Asensio,Warncke dice spilota,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4339,C,COLLETIDAE,PROSOPINAE,"PROSOPIS Jurine,1807",PROSOPIS,NA,ANNULARIS,Kirby,NA,NA,NA,NA,NA,1,h,NA,1.2,24,6,85,Bienvenida,Badajoz,S. Fdez. Gayubo  (Univ. Salamanca),Warncke,NA,NA,yo euryscapus???,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4340,C,COLLETIDAE,PROSOPINAE,"HYLAEUS Fabricius, 1793",HYLAEUS,DENTIGERA,BRACHYCEPHALUS,"Morawitz, 1868",NA,NA,NA,NA,NA,1,m,NA,0.9,7,6,85,Papiol,Barcelona,J. Bosch Esteva (Univ. Salamanca) ,Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4341,C,COLLETIDAE,PROSOPINAE,"HYLAEUS Fabricius, 1793",HYLAEUS,DENTIGERA,BRACHYCEPHALUS,"Morawitz, 1868",NA,NA,NA,NA,NA,1,h,NA,0.7,29,6,85,Papiol,Barcelona,J. Bosch Esteva (Univ. Salamanca) ,Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4342,C,COLLETIDAE,PROSOPINAE,"PROSOPIS Jurine,1807",PROSOPIS,NA,BREVICORNIS,"Nylander, 1852",NA,NA,NA,NA,NA,2,h,NA,0.6,8,6,75,Traspinedo,Valladolid,E. Asensio,Warncke,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4343,C,COLLETIDAE,PROSOPINAE,"PROSOPIS Jurine,1807",PROSOPIS,NA,BREVICORNIS,"Nylander, 1852",NA,NA,NA,NA,NA,1,m,NA,0.9,13,7,83,"""""Finca Zamadue?as""""",Valladolid,E. Asensio,Warncke,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4344,C,COLLETIDAE,PROSOPINAE,"PROSOPIS Jurine,1807",PROSOPIS,NA,BREVICORNIS,"Nylander, 1852",NA,NA,NA,NA,NA,1,m,NA,0.9,2,6,80,La Maya,Salamanca,S. Fdez. Gayubo  (Univ. Salamanca),Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4345,C,COLLETIDAE,PROSOPINAE,"PROSOPIS Jurine,1807",PROSOPIS,NA,BREVICORNIS,"Nylander, 1852",NA,NA,NA,NA,NA,1,h,NA,0.7,3,7,84,Peleas de Abajo,Zamora,S. Fdez. Gayubo  (Univ. Salamanca),Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4346,C,COLLETIDAE,PROSOPINAE,"PROSOPIS Jurine,1807",PROSOPIS,NA,BREVICORNIS,"Nylander, 1852",NA,NA,NA,NA,NA,1,m,NA,NA,7,6,84,Bermillo de Sayago,Zamora,M. Portillo (Univ. Salamanca),Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,COLLETIDAE,PROSOPINAE,"PROSOPIS Jurine,1807",PROSOPIS,NA,BREVICORNIS,"Nylander, 1852",NA,NA,NA,NA,NA,2,h,NA,0.6,2,5,85,Fuentes de Nava,Palencia,M. Portillo (Univ. Salamanca),Asensio,NA,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4347,C,COLLETIDAE,PROSOPINAE,"PROSOPIS Jurine,1807",PROSOPIS,NA,BREVICORNIS,"Nylander, 1852",NA,NA,NA,NA,NA,1,h,NA,0.6,15,6,86,"""Pinar""",Valladolid,E. Asensio,Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4348,C,COLLETIDAE,PROSOPINAE,"PROSOPIS Jurine,1807",PROSOPIS,NA,BREVICORNIS,"Nylander, 1852",NA,NA,NA,NA,NA,2,m,NA,NA,19,6,86,Pe?afiel,Valladolid,E. Asensio,Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4349,C,COLLETIDAE,PROSOPINAE,"PROSOPIS Jurine,1807",PROSOPIS,NA,BREVICORNIS,"Nylander, 1852",NA,NA,NA,NA,NA,1,h,NA,0.6,19,6,86,Pe?afiel,Valladolid,E. Asensio,Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4350,C,COLLETIDAE,PROSOPINAE,"PROSOPIS Jurine,1807",PROSOPIS,NA,BREVICORNIS,"Nylander, 1852",NA,NA,NA,NA,NA,1,m,NA,NA,9,7,86,NA,Salamanca,F. Torres (Univ. Salamanca),Asensio,NA,NA,?imperialis?,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4351,C,COLLETIDAE,PROSOPINAE,"PROSOPIS Jurine,1807",PROSOPIS,NA,BREVICORNIS,"Nylander, 1852",NA,NA,NA,NA,NA,2,h,NA,NA,23,7,86,Canet,Barcelona,J. Bosch Esteva (Univ. Salamanca) ,Asensio,NA,NA,pone 23-30 en fecha,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4352,C,COLLETIDAE,PROSOPINAE,"PROSOPIS Jurine,1807",PROSOPIS,NA,BREVICORNIS,"Nylander, 1852",NA,NA,NA,NA,NA,1,m,NA,0.5,23,7,86,Canet,Barcelona,J. Bosch Esteva (Univ. Salamanca) ,Asensio,NA,NA,pone 23-30 en fecha,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
